2 24138 4939
10224 5058 12276 105660 4168
hub : 361174, -991107, 530701, 63.58, 253800, 4
hub : 886601, -991162, 543115, 63.47, 288000, 3
hub : 831697, -980055, 540925, 57.75, 157500, 2
hub : 806026, -972852, 531631, 33.44, 260100, 5
hub : 550038, -1002626, 531313, 34.32, 226200, 5
hub : 506354, -972792, 518061, 62.04, 188100, 3
hub : 861443, -988058, 517421, 44.77, 289500, 5
hub : 153575, -978612, 508996, 41.25, 274200, 4
hub : 256239, -967231, 501617, 40.81, 241200, 4
hub : 662626, -957126, 506188, 64.35, 177900, 4
hub : 188041, -957072, 494163, 62.92, 180300, 4
hub : 126160, -968765, 546153, 51.26, 196800, 4
hub : 625310, -1000140, 518493, 41.25, 291300, 3
hub : 242178, -996666, 508926, 42.46, 288600, 5
hub : 675053, -987761, 504007, 59.51, 220800, 5
hub : 294564, -990558, 493536, 41.58, 277800, 2
hub : 888408, -988366, 480959, 64.9, 232200, 3
hub : 619703, -1001969, 479873, 44.77, 244200, 3
hub : 486468, -962541, 521442, 33.88, 205500, 2
hub : 114019, -1013882, 484037, 45.76, 207300, 2
hub : 709870, -1002393, 496419, 57.75, 283500, 2
hub : 666598, -1012881, 504771, 35.75, 264300, 4
hub : 502318, -1022598, 512511, 41.47, 226200, 3
hub : 940740, -1025173, 502142, 41.69, 294900, 5
hub : 886182, -997895, 551342, 39.27, 258300, 3
hub : 283967, -1004819, 559802, 53.68, 245100, 3
hub : 206659, -1007429, 569930, 59.07, 239100, 4
hub : 972370, -1018419, 573555, 33.33, 207000, 2
hub : 732016, -1023838, 582690, 43.12, 155700, 5
hub : 460480, -975090, 556003, 60.06, 225900, 5
hub : 178021, -984341, 551719, 52.91, 201900, 4
hub : 669058, -962059, 532397, 52.36, 229500, 2
hub : 235262, -947481, 502527, 60.72, 226200, 3
hub : 207070, -934396, 501483, 64.02, 232800, 3
hub : 917445, -976015, 496687, 58.85, 163200, 4
hub : 812789, -1015379, 559671, 55.33, 172800, 5
hub : 786255, -1015871, 473710, 61.38, 295500, 4
hub : 924742, -1009285, 514104, 64.24, 178200, 2
hub : 954205, -947639, 514400, 43.45, 207000, 2
hub : 423808, -937095, 517672, 60.94, 206700, 2
hub : 766171, -1024608, 482119, 47.08, 203100, 5
hub : 631869, -1036552, 476198, 65.67, 271200, 5
hub : 208027, -1034286, 463197, 37.4, 189000, 3
hub : 594579, -980865, 524906, 59.95, 300000, 2
hub : 587117, -1045407, 468587, 42.79, 259200, 4
hub : 206089, -1012290, 526308, 38.06, 248100, 3
hub : 574408, -1030113, 567233, 39.05, 151500, 2
hub : 797381, -1046958, 481507, 47.85, 180300, 3
hub : 561269, -945274, 524301, 39.6, 181800, 2
hub : 733124, -1013401, 537015, 39.05, 289500, 4
hub : 522658, -979543, 486395, 52.14, 249300, 5
hub : 869183, -1055450, 459355, 57.2, 224400, 2
hub : 992913, -1048028, 451209, 40.48, 194700, 5
hub : 797159, -1018102, 493259, 61.93, 286800, 3
hub : 396275, -1028160, 491826, 65.12, 181200, 3
hub : 988154, -1038602, 490337, 45.87, 197100, 4
hub : 796156, -1024746, 528422, 46.31, 273000, 4
hub : 593057, -1013088, 582595, 37.95, 225900, 4
hub : 968635, -1006863, 592105, 54.12, 197700, 4
hub : 250101, -997702, 586166, 53.79, 221700, 4
hub : 730961, -1004693, 543354, 53.57, 265500, 4
hub : 450595, -1016507, 547020, 52.69, 196800, 3
hub : 934058, -967170, 487831, 55.33, 268800, 5
hub : 489864, -1027217, 551194, 43.01, 276900, 3
hub : 612755, -947640, 486232, 63.58, 207900, 5
hub : 116399, -954881, 474732, 63.14, 213900, 4
hub : 102174, -941053, 472886, 53.9, 225600, 5
hub : 486211, -958681, 549479, 48.73, 247800, 5
hub : 374565, -1037602, 505403, 33.55, 252900, 4
hub : 751710, -963866, 558244, 51.59, 202200, 3
hub : 199054, -1032240, 520190, 35.97, 223500, 2
hub : 680476, -925943, 523829, 43.23, 256200, 4
hub : 199113, -914938, 529904, 34.87, 233400, 3
hub : 355178, -991267, 559683, 55.99, 267900, 3
hub : 296897, -1027879, 541130, 42.46, 258600, 4
hub : 142966, -1041073, 544344, 36.08, 199200, 3
hub : 852198, -1026217, 471176, 51.48, 275700, 3
hub : 137206, -1020198, 461802, 46.53, 261000, 3
hub : 448543, -1009463, 456832, 53.13, 244500, 3
hub : 952426, -991729, 469208, 38.5, 199800, 2
hub : 967620, -981985, 472094, 58.63, 278400, 5
hub : 607118, -987131, 456932, 36.96, 258600, 5
hub : 999643, -993245, 448746, 40.37, 286200, 4
hub : 787031, -998292, 457984, 39.82, 185400, 2
hub : 216233, -1032620, 577729, 41.69, 224400, 2
hub : 819957, -1035136, 588257, 47.96, 294900, 5
hub : 524846, -1002223, 468361, 34.87, 295800, 4
hub : 569647, -1035878, 599422, 40.92, 189600, 5
hub : 387119, -951293, 536594, 63.03, 267300, 2
hub : 450797, -943277, 542749, 42.46, 179100, 4
hub : 551519, -932086, 542055, 46.2, 158700, 4
hub : 775065, -922203, 538503, 46.53, 225000, 2
hub : 660197, -996233, 568426, 34.98, 293400, 2
hub : 435021, -912619, 519804, 47.3, 168000, 2
hub : 832744, -1019461, 591824, 46.64, 274500, 5
hub : 462181, -1020811, 603065, 45.54, 235500, 3
hub : 416052, -977878, 568660, 33.99, 190500, 2
hub : 860351, -1006694, 604814, 44.99, 213300, 3
hub : 402118, -938937, 492274, 43.89, 280200, 2
hub : 981640, -967908, 567635, 35.64, 154200, 2
hub : 202174, -827132, 508907, 52.91, 250800, 4
hub : 109927, -827076, 496493, 66.0, 218400, 5
hub : 816563, -838183, 498683, 35.97, 246600, 5
hub : 416619, -845386, 507977, 47.85, 193800, 4
hub : 641919, -815613, 508295, 37.73, 250200, 2
hub : 686185, -845446, 521548, 53.68, 268500, 3
hub : 698561, -830181, 522187, 49.61, 227400, 3
hub : 257478, -839626, 530612, 46.31, 218400, 3
hub : 559531, -851008, 537991, 64.02, 277800, 2
hub : 763251, -861113, 533420, 52.58, 256500, 4
hub : 800645, -861166, 545446, 44.99, 217800, 4
hub : 341367, -849474, 493455, 41.8, 255000, 4
hub : 731318, -818098, 521116, 42.79, 245400, 5
hub : 846399, -821572, 530682, 57.42, 237300, 3
hub : 100839, -830478, 535601, 48.84, 195900, 2
hub : 490956, -827680, 546072, 59.07, 183000, 3
hub : 617964, -829873, 558649, 43.89, 282000, 3
hub : 901664, -816270, 559735, 52.03, 267600, 3
hub : 836135, -855697, 518167, 48.4, 222300, 3
hub : 302669, -804357, 555571, 58.08, 219300, 2
hub : 652629, -815845, 543189, 58.96, 237300, 4
hub : 463190, -805358, 534837, 48.51, 268200, 4
hub : 401059, -795640, 527097, 33.44, 176400, 5
hub : 741778, -793066, 537467, 35.86, 297600, 5
hub : 906033, -820343, 488266, 35.97, 286800, 5
hub : 650214, -813420, 479806, 37.07, 195900, 2
hub : 629645, -810809, 469678, 44.55, 203700, 3
hub : 260440, -799819, 466054, 64.46, 245100, 4
hub : 945437, -794400, 456918, 52.03, 266100, 3
hub : 762456, -843149, 483605, 34.65, 176400, 4
hub : 357328, -833898, 487889, 56.87, 232800, 3
hub : 520665, -856179, 507211, 46.97, 204300, 4
hub : 803075, -870757, 537081, 65.67, 212100, 4
hub : 309535, -883843, 538125, 50.6, 159300, 3
hub : 210695, -842224, 542921, 40.7, 158100, 4
hub : 372105, -802859, 479937, 35.42, 168600, 2
hub : 413256, -802368, 565898, 43.12, 186300, 4
hub : 325863, -808953, 525505, 49.61, 150600, 5
hub : 100941, -870600, 525208, 65.01, 264900, 5
hub : 844238, -881144, 521936, 43.45, 236400, 4
hub : 651014, -793631, 557490, 38.39, 244200, 3
hub : 881904, -781687, 563410, 57.42, 151800, 3
hub : 264889, -783953, 576411, 33.11, 273600, 3
hub : 945783, -837373, 514702, 36.08, 192300, 2
hub : 479025, -772831, 571021, 49.83, 193800, 5
hub : 179209, -805948, 513301, 61.6, 297300, 3
hub : 582024, -788126, 472375, 35.86, 168300, 4
hub : 685154, -771280, 558102, 40.59, 203100, 5
