1 77824 4636
11952 5067 10548 109080 5080
hub : 941146, -7820821, 3189238, 45.87, 164100, 3
hub : 729246, -7828126, 3177637, 55.22, 274500, 5
hub : 556993, -7835358, 3187141, 55.99, 213000, 5
hub : 911727, -7847845, 3184908, 47.52, 235500, 4
hub : 415671, -7831545, 3197052, 44.0, 231000, 4
hub : 958820, -7811172, 3186337, 59.4, 258000, 3
hub : 634493, -7805795, 3177799, 52.36, 176400, 5
hub : 181518, -7804469, 3167528, 43.12, 180900, 3
hub : 910759, -7798246, 3158883, 46.64, 174600, 3
hub : 349177, -7806140, 3148697, 63.25, 197400, 3
hub : 730979, -7803430, 3195796, 42.57, 287400, 5
hub : 291326, -7791914, 3194466, 60.17, 251100, 2
hub : 870217, -7794840, 3183515, 39.16, 162300, 2
hub : 927829, -7781890, 3185713, 60.28, 264900, 3
hub : 118379, -7828390, 3165688, 40.26, 169800, 3
hub : 930122, -7841044, 3167835, 59.62, 195600, 5
hub : 465563, -7842982, 3194586, 40.26, 254400, 2
hub : 512799, -7840672, 3205075, 37.18, 156900, 2
hub : 364870, -7840533, 3177863, 57.64, 267900, 2
hub : 202475, -7832233, 3211556, 53.9, 240600, 2
hub : 357551, -7784779, 3203844, 45.32, 204600, 3
hub : 552339, -7774383, 3211538, 38.39, 291300, 3
hub : 308310, -7778280, 3222226, 53.24, 245700, 5
hub : 818981, -7761055, 3210711, 65.45, 242700, 4
hub : 375537, -7761845, 3196986, 62.48, 216300, 3
hub : 523049, -7818930, 3161510, 50.6, 234900, 2
hub : 716688, -7820511, 3149257, 63.8, 279300, 4
hub : 406379, -7848195, 3156019, 51.81, 233400, 5
hub : 620891, -7773571, 3200766, 50.16, 215400, 2
hub : 874934, -7772763, 3190044, 55.66, 288000, 2
hub : 920880, -7768810, 3179492, 46.42, 151200, 2
hub : 688008, -7814622, 3199688, 49.17, 281100, 3
hub : 371744, -7787648, 3214769, 60.94, 257700, 4
hub : 756544, -7816022, 3177086, 54.45, 231600, 2
hub : 780322, -7795574, 3204226, 62.26, 236400, 2
hub : 395322, -7804371, 3210267, 52.36, 267300, 4
hub : 698859, -7794436, 3171129, 51.26, 234900, 4
hub : 251642, -7783221, 3170033, 54.01, 249000, 5
hub : 262542, -7761186, 3186112, 55.0, 225600, 2
hub : 124746, -7861061, 3185610, 37.29, 236100, 5
hub : 624042, -7857720, 3176147, 42.79, 154200, 3
hub : 906587, -7771303, 3231395, 37.18, 220800, 2
hub : 854236, -7758141, 3227564, 57.2, 177900, 2
hub : 202333, -7763453, 3239172, 36.08, 183300, 4
hub : 847198, -7834010, 3155736, 55.44, 276900, 4
hub : 123641, -7843560, 3145621, 36.52, 290700, 3
hub : 370574, -7856038, 3144402, 42.9, 194100, 3
hub : 637927, -7863940, 3152339, 34.1, 249000, 3
hub : 283737, -7874826, 3156361, 50.93, 190800, 4
hub : 152783, -7869952, 3143351, 45.32, 258300, 4
hub : 176039, -7869022, 3131007, 57.75, 213000, 5
hub : 224616, -7753124, 3240088, 34.43, 273000, 5
hub : 286807, -7742812, 3244108, 62.04, 155400, 2
hub : 496627, -7772597, 3165341, 53.57, 224100, 5
hub : 120822, -7749742, 3194600, 51.81, 276900, 3
