2 38028 4160
11448 5697 11880 103680 4840
hub : 371773, -2857233, 1833712, 56.43, 229500, 2
hub : 640698, -2867802, 1830535, 44.0, 218100, 3
hub : 380305, -2872056, 1839830, 42.9, 194700, 2
hub : 694080, -2878542, 1849364, 34.43, 271500, 4
hub : 316779, -2891227, 1846154, 49.28, 175200, 5
hub : 701179, -2887749, 1857910, 34.87, 161700, 3
hub : 775999, -2898739, 1862881, 55.33, 166500, 3
hub : 899216, -2906541, 1853847, 34.98, 243900, 5
hub : 758464, -2915443, 1848076, 55.77, 228600, 5
hub : 838934, -2889349, 1870635, 39.71, 197400, 3
hub : 883757, -2878263, 1861226, 45.1, 225000, 4
hub : 901414, -2865944, 1857523, 45.32, 290700, 5
hub : 783172, -2862691, 1846160, 39.49, 294900, 3
hub : 506833, -2855916, 1866906, 37.62, 169200, 2
hub : 111506, -2856896, 1822903, 62.7, 273000, 5
hub : 392999, -2845139, 1822382, 51.59, 216000, 3
hub : 220446, -2839306, 1812350, 44.55, 254100, 3
hub : 876033, -2831332, 1823638, 43.34, 159300, 3
hub : 536706, -2899109, 1875365, 62.92, 276000, 3
hub : 533387, -2907498, 1885616, 48.62, 225300, 5
hub : 238849, -2911263, 1867762, 35.09, 240000, 4
hub : 710425, -2895652, 1885302, 49.17, 184800, 4
hub : 395409, -2900320, 1896260, 39.6, 232800, 4
hub : 962886, -2902660, 1843486, 57.42, 290400, 2
hub : 590150, -2917964, 1879528, 48.95, 273300, 2
hub : 133172, -2917461, 1889857, 49.06, 178800, 4
hub : 811244, -2854239, 1856123, 59.07, 246600, 5
hub : 319479, -2912184, 1898471, 35.42, 250200, 3
hub : 105321, -2881154, 1834678, 45.87, 226500, 2
hub : 297372, -2869417, 1869504, 34.65, 267000, 5
hub : 400125, -2871709, 1882001, 49.17, 252900, 4
hub : 418431, -2873612, 1821485, 62.15, 290700, 3
hub : 373335, -2881930, 1883097, 59.95, 287400, 3
hub : 421174, -2880093, 1894218, 55.33, 288000, 4
hub : 855084, -2875037, 1904769, 60.61, 284700, 3
hub : 791558, -2890147, 1894302, 48.95, 290700, 2
hub : 603284, -2837405, 1832547, 63.91, 270600, 3
hub : 357891, -2885435, 1903222, 59.07, 287400, 5
hub : 964738, -2897298, 1907135, 65.34, 238200, 2
